postalCode,lat,lon
61190,48.58899075,0.659381818
61340,48.26766163,0.649878056
61170,48.4724397,0.347017377
72600,48.30803213,0.310286559
72610,48.35645668,0.21053061
61130,48.31976259,0.453048898
61360,48.35926711,0.452330668
61500,48.54652441,0.293633906
61390,48.62102851,0.393910732
61270,48.71637488,0.542627154
61560,48.51499916,0.454238548
28480,48.33250553,0.996527953
28400,48.32533092,0.911645462
28270,48.72042854,1.013226987
61110,48.4681564,0.898256065
28340,48.59510043,0.925936766
61300,48.71580147,0.709295464
27580,48.7166755,0.769390223
61290,48.52939218,0.757707985
41220,47.70955118,1.625118103
45510,47.77474188,2.242904137
45740,47.74644831,1.715909488
41500,47.72534129,1.554930576
91790,48.54930963,2.212592502
91140,48.67840597,2.223292188
77820,48.50155727,2.802729427
77940,48.31967531,2.993682342
77590,48.48482155,2.76623877
77670,48.40645476,2.853944576
77154,48.47322397,2.996438145
77830,48.46314118,2.92996302
77140,48.29893032,2.712073856
97440,-20.96361163,55.64208196
97420,-20.94414212,55.30503474
97419,-20.9945145,55.39788995
97400,-20.93318564,55.44710552
97439,-21.19232122,55.75450387
97418,-21.22324569,55.55860131
97430,-21.22324569,55.55860131
97423,-21.04461085,55.32224488
97416,-21.16595462,55.3334666
97413,-21.14386372,55.45885737
97427,-21.24921129,55.36695437
97429,-21.3397027,55.5689887
15190,45.37714233,2.833407676
70210,47.98017342,6.125762136
49270,47.32226082,-1.260302065
40380,43.75507515,-0.841034623
74410,45.79486794,6.152403539
33910,45.0071329,-0.220908655
14860,49.2502245,-0.241625543
64800,43.21200868,-0.219973604
31140,43.67150802,1.423348805
5120,44.82195033,6.536751142
20212,42.27691422,9.284287913
13740,43.36518523,5.253110749
50370,48.66413356,-1.149859654
18320,47.02209803,3.037222101
17132,45.57301542,-0.947868395
31210,43.13084402,0.534259432
44470,47.31650251,-1.403172315
44420,47.37760172,-2.51812302
16730,45.63976806,0.046559763
33120,44.6533553,-1.1745773
6560,43.62769614,7.029434705
36230,46.52610913,1.845158347
61160,48.82868831,-0.118844069
73360,45.48999684,5.743215101
29560,48.28122854,-4.312392289
49150,47.54538793,-0.099259772
54260,49.46878228,5.483219658
69430,46.14706304,4.64205191
71220,46.42680759,4.499048809
24580,44.99745644,1.005351051
62860,50.23540244,3.091498068
38880,45.13204484,5.527822331
38112,45.13204484,5.527822331
52500,47.71777112,5.672208768
39350,47.22654747,5.707726496
40700,43.60434696,-0.572554035
47290,44.54392391,0.677304759
62124,50.10059144,2.97514404
31600,43.42707852,1.358307925
4320,44.0123883,6.779337021
49700,47.1890265,-0.214740804
68510,47.64895394,7.371312668
81320,43.7432542,2.815567389
55300,48.89144752,5.770191952
38320,45.15166398,5.748603263
86270,46.81309079,0.725236859
66360,42.59019608,2.158215757
20122,41.8074561,9.200643028
42130,45.80243365,3.965297695
38470,45.15322339,5.444418326
40660,43.85862465,-1.360891361
50740,48.74826304,-1.55906203
39190,46.56203374,5.389395124
83330,43.1861363,5.872863173
64120,43.33097971,-1.150603437
6530,43.62405412,6.852728535
53220,48.38108092,-0.979845824
80560,50.12697062,2.513014237
67250,48.95050314,7.886279168
17800,45.59987094,-0.506344428
24120,45.15587858,1.228204827
25270,46.98307619,6.032804418
4150,44.03011056,5.5953378
14710,49.3368459,-0.89633465
62128,50.25572054,2.855836666
86360,46.65183152,0.362203053
62760,50.16078605,2.424452465
44750,47.46189631,-1.940516879
33220,44.79506253,0.137704065
80240,49.90451467,3.070957398
90100,47.53248531,7.010547703
14370,49.1342107,-0.15879041
16130,45.64146586,-0.36690921
50410,48.88150178,-1.070472388
57980,49.10420813,6.935145728
59710,50.52175954,3.114833685
62250,50.85373724,1.731655182
40320,43.69424129,-0.382710008
13007,43.28014954,5.341445797
64220,43.18759876,-1.184642577
26130,44.34846302,4.757441564
33610,44.76031003,-0.657279122
62320,50.37753191,2.913606663
67350,48.86319168,7.623856261
71350,46.95097705,5.071326936
73220,45.45227299,6.325376883
86260,46.69777996,0.895292385
83820,43.16431038,6.475327406
35460,48.44881645,-1.303262275
62138,50.50089606,2.796978039
19160,45.45254261,2.307517798
81600,43.86350461,2.038171914
17220,46.14493433,-1.062068297
67270,48.79457014,7.52395084
23200,45.91963444,2.298466155
9110,42.68153939,1.77909444
7200,44.64315035,4.387999292
22360,48.50013966,-2.710091434
4800,43.767445,5.865470211
22220,48.79076091,-3.201711399
74520,46.06885107,5.951670024
65350,43.3067719,0.133520202
4000,44.19702882,6.322638506
31410,43.35737174,1.214957571
33820,45.25439096,-0.646070588
37330,47.55142729,0.36013104
59670,50.84018487,2.510136355
30190,43.92569096,4.263377948
1390,45.87463564,4.964390241
31420,43.27739677,0.882561154
65100,43.06671868,0.015885105
16240,45.9714644,0.051735144
13124,43.38450797,5.571612703
33710,45.08332412,-0.49836773
69610,45.67933891,4.475017498
15350,45.39554737,2.381719762
62580,50.37787005,2.810856732
72270,47.83001297,-0.134077612
4330,43.92264107,6.368096967
11300,43.03904469,2.161190805
47270,44.15406526,0.777707974
15170,45.134433,3.105683599
39570,46.69818861,5.594460045
14230,49.34637893,-1.0541083
18350,46.93019948,2.829228661
34120,43.42133297,3.40400635
36100,46.85464896,1.871591389
62610,50.87734706,1.983845079
49260,47.07851134,-0.132236504
54880,49.47322998,5.90622372
59600,50.28822914,4.019517604
65190,43.14901138,0.181706963
50810,49.1060371,-1.017287006
62158,50.2072953,2.499116658
41310,47.66074557,1.012186614
59249,50.61060726,2.854007553
9240,43.02943724,1.434781371
50210,49.06111198,-1.355005879
85570,46.50237973,-0.955686178
76340,49.82470381,1.558453961
45250,47.64502111,2.745116924
52160,47.73749981,5.064792679
1310,46.18392633,5.167753553
16450,45.85842589,0.467263738
49380,47.25964502,-0.518056204
70700,47.48156652,5.755933498
47500,44.5871982,1.038815053
23250,45.99362897,1.898108677
19200,45.49333105,2.317130406
69380,45.83558007,4.714455364
44650,46.9532104,-1.599778301
76510,49.84118668,1.222612689
62550,50.50776904,2.379366295
35133,48.35996053,-1.22105081
34130,43.63518252,3.966849446
14480,49.29773087,-0.52801216
20270,42.18439799,9.465756478
58270,46.9651422,3.384163145
6650,43.65752225,7.008557027
57530,49.0898954,6.477516807
37240,47.0187659,0.768889081
38220,45.09255777,5.761036888
80460,50.04865978,1.468696177
14690,48.90923942,-0.415179742
52140,47.96662739,5.534385852
54860,49.49640623,5.807429167
32240,43.85399651,-0.188848334
20111,42.06935162,8.760002387
86800,46.5946176,0.523979149
9200,42.98277365,1.091568173
23360,46.4270493,1.90510754
21200,47.04955436,4.868720396
53200,47.75809832,-0.62754834
35370,48.06958573,-1.215976152
44540,47.5892136,-1.072603636
37500,47.14447685,0.266593785
64600,43.491202,-1.515666564
74800,46.07293576,6.330560873
14240,49.1368991,-0.785992723
53960,48.06763997,-0.698755404
34700,43.75070242,3.355969452
14190,49.02940613,-0.257753343
66480,42.48480036,2.843772317
54115,48.41334619,5.949151241
33760,44.70721815,-0.168903515
31220,43.16731432,1.122656712
29770,48.05393596,-4.655851338
30350,43.92536838,4.129692325
54210,48.61958435,6.244829138
34390,43.52883518,2.865773086
13006,43.28686698,5.380375719
29950,47.87846774,-4.076118892
54770,48.75557733,6.309556917
19350,45.36015992,1.337299733
31360,43.15892216,0.867642104
71460,46.61404533,4.663107534
81120,43.77964337,2.190038421
33650,44.68031345,-0.537560833
44520,47.62225486,-1.374151698
16300,45.54121776,-0.287363524
80340,49.92290857,2.721715812
6190,43.76380247,7.458316698
80600,50.13068533,2.276735928
7150,44.3095144,4.423700679
31860,43.46788785,1.381720015
88500,48.34053352,6.192741388
26230,44.45176238,4.839134425
18140,47.13814235,2.823974255
25340,47.4234159,6.526654735
22300,48.70766219,-3.563297033
31800,43.05314415,0.718226713
64420,43.26187474,-0.193545749
11400,43.26070708,1.994626036
90150,47.68136766,7.024290239
79410,46.39915114,-0.479885366
61440,48.72196312,-0.491898271
88210,48.36755296,7.061911613
58000,46.94198177,3.139692877
58500,47.48443288,3.402177289
49130,47.42715628,-0.512724596
23260,45.88162162,2.325697576
74420,46.21841437,6.384701264
25250,47.46312356,6.602864527
3240,46.39953636,3.16557587
66220,42.78490657,2.478700509
62850,50.75393236,2.002764403
6260,43.95209735,6.905582741
21270,47.3553378,5.374120034
31310,43.22446179,1.289294722
4340,44.43174979,6.419613847
64320,43.29816993,-0.306369922
50500,49.31234044,-1.186947697
15140,45.08650439,2.37987037
63520,45.67039843,3.482430773
20290,42.49590134,9.35560307
4160,44.08502562,5.992476717
40230,43.61900332,-1.263070002
31520,43.54393011,1.477323574
33240,44.94406198,-0.331268352
57670,48.89071845,6.909218565
87170,45.80384685,1.195063781
11140,42.81054802,2.196968152
9420,42.98812819,1.284548628
56400,47.70022536,-2.95275781
26110,44.32001414,5.322614897
3450,46.1259163,3.004902562
35410,48.03053901,-1.552145467
41600,47.64970608,2.167809735
47310,44.13757199,0.568058238
70110,47.58358801,6.383608189
80140,49.87681715,1.807581297
55190,48.70141422,5.531823227
62620,50.46644601,2.591957384
3430,46.50028369,2.882410129
56430,48.08997066,-2.36096273
11320,43.42662365,1.866219613
39130,46.60279799,5.824858429
41000,47.6267716,1.318493484
13580,43.55470492,5.202375772
59390,50.66609182,3.21038005
22560,48.78476921,-3.516941454
4400,44.36403588,6.710782911
64430,43.091979,-1.434713746
59217,50.1650982,3.345186193
53500,48.29799151,-0.823304882
11270,43.15449258,1.979487713
85320,46.50177944,-1.226617279
49510,47.21271022,-0.983417332
49450,47.21271022,-0.983417332
38270,45.35414933,4.988588137
18330,47.27190421,2.216136078
21410,47.23238645,4.747375855
4220,43.76097955,5.745499136
31160,42.99232242,0.905870323
1990,46.11405406,4.901754725
31570,43.53552674,1.681975263
20100,41.57149251,8.93536868
62120,50.60475394,2.413509669
15130,44.93121978,2.537513129
67870,48.5019235,7.531267413
62185,50.89272256,1.827533845
55320,49.10079178,5.476589078
74160,46.11839837,6.10427495
17460,45.69251438,-0.677734431
26120,44.80650424,5.046324797
65700,43.49834368,-0.028294135
71330,46.78857154,5.322262674
36600,47.24314568,1.563873095
30720,44.04229013,4.085193892
21610,47.48664432,5.373904987
80170,49.86401035,2.629166021
50440,49.6669778,-1.879782597
25460,47.505996,6.874000152
4200,44.17677903,5.672583008
90800,47.61999943,6.830946094
81190,44.15820523,2.092668307
76460,49.85818138,0.750956942
6540,44.0215218,7.544805084
53240,48.20755648,-0.827584681
56500,47.99677412,-2.845409518
25640,47.3609914,6.268384995
2120,49.90275132,3.574693579
34800,43.63544382,3.279735291
80360,50.0033846,2.903521207
63190,45.78721502,3.394653307
21500,47.60710318,4.310242861
25430,47.34789828,6.590550673
16230,45.89100228,0.157911326
33190,44.53703557,-0.005147496
1350,45.79646698,5.748417091
24390,45.23158255,1.097839795
59320,50.62140256,2.932438809
89290,47.71217452,3.690311121
20243,42.00721314,9.367445946
37600,47.14594975,1.048209655
18170,46.71389946,2.257731323
21490,47.37967591,5.063530694
22170,48.49934113,-3.043566108
36500,46.78808803,1.360284462
67440,48.66913471,7.417907936
59271,50.15664642,3.456894398
1450,46.09809145,5.455022437
77250,48.35990961,2.825684516
77130,48.3651462,2.989867711
77690,48.34073318,2.749859652
77720,48.59215421,2.810797667
77390,48.61473393,2.807152497
77350,48.53975933,2.629466743
77220,48.71302854,2.736794396
77540,48.68173255,3.017788086
77550,48.61793139,2.701819051
77131,48.73288121,3.028985479
77950,48.56452551,2.680288569
77170,48.69187529,2.61487237
27220,48.92716171,1.241319946
27930,49.09859719,1.198995679
27690,49.28751593,1.195000256
76160,49.44660944,1.208147482
27490,49.11777962,1.24864757
76520,49.38107619,1.203273199
76950,49.77159202,1.234677359
14100,49.17786559,0.213971886
14130,49.25521573,0.200120333
76280,49.67799849,0.178132163
61310,48.77093957,0.228929491
14140,49.07235912,0.259296328
28700,48.4039858,1.844253482
78125,48.57668725,1.783510102
78720,48.70396347,1.972972583
28230,48.59396646,1.685064501
91670,48.30972956,2.004956861
78730,48.5361963,1.941186471
77710,48.24816154,2.960111935
77167,48.23392932,2.75575566
45300,48.26293407,2.284071235
77760,48.26017643,2.557431267
45270,48.01877037,2.595787506
45700,47.99112569,2.614666776
45490,48.07468514,2.558802401
77890,48.14065659,2.492117498
45530,47.93100565,2.25124334
45460,47.82966439,2.381390746
45340,48.01844929,2.399949932
45450,47.93254703,2.160176595
45390,48.17996399,2.379773169
77570,48.20552043,2.701943363
45290,47.77955027,2.720494353
45210,48.0738603,2.839000526
45230,47.80121937,2.993016819
45120,48.05041714,2.739980874
77176,48.58203466,2.548581049
94440,48.73900677,2.555160038
91480,48.68073043,2.562515402
77310,48.51343262,2.5693974
56230,47.66392138,-2.436705323
25440,47.08189634,5.965957732
80135,50.11034323,2.007957756
1660,46.19962557,5.056140095
24500,44.67388938,0.394228797
25660,47.2422353,6.087480899
65150,43.03528934,0.462385095
72540,48.02174412,-0.083964271
55120,49.13493603,5.225269754
59530,50.24752535,3.681087288
6660,44.24908435,6.924692306
13400,43.29362696,5.563252205
35760,48.15424183,-1.717055089
62990,50.45954977,1.978309855
16700,46.06369299,0.247312978
53300,48.44810657,-0.711033083
79100,46.99043946,-0.25134624
1420,46.02374824,5.763772255
9800,42.9459098,0.901247877
53170,47.90596808,-0.625709086
80210,50.07913907,1.62758027
62127,50.3078907,2.467057599
18110,47.18375754,2.469093451
42370,46.0701984,3.838084477
74940,45.91916902,6.161212798
30120,43.97575246,3.599548084
53160,48.2539856,-0.426086277
29290,48.45839065,-4.567201422
59740,50.17366507,4.062734858
24220,44.83048003,1.02839537
22590,48.57034866,-2.825173757
65170,42.85653273,0.344956722
50310,49.45727895,-1.312772595
32360,43.72972041,0.443634997
17470,46.06531609,-0.322783354
6430,44.09954533,7.540340256
33540,44.67343163,-0.035734102
74250,46.13264719,6.381860543
39150,46.70405974,6.049552848
40210,44.21243222,-0.830004768
41300,47.30504228,2.121564285
2340,49.66745221,4.06270413
2820,49.55297188,3.844916186
2840,49.52580844,3.760391479
2860,49.49930034,3.76408303
8220,49.65633615,4.296191862
8360,49.57318747,4.201195131
8190,49.54549378,4.090814752
2250,49.70494195,3.793907386
2350,49.64875715,3.787666481
8200,49.69691728,4.929858714
8130,49.49524292,4.66295675
8430,49.67509195,4.662633084
8000,49.76855552,4.666549906
8300,49.53772644,4.475589416
8270,49.53685452,4.503184014
8090,49.75226466,4.610150519
8460,49.76831068,4.575066427
8160,49.68705004,4.748301158
8390,49.51226916,4.71874469
8450,49.62921717,4.914445399
8240,49.5067838,4.929973344
16150,45.92621921,0.746122847
79220,46.53106651,-0.407185186
62810,50.22247051,2.361494046
57510,49.08007525,6.914069913
33550,44.68996761,-0.33948837
24550,44.6252611,1.024183454
29760,47.81218634,-4.341551845
69630,45.70879438,4.745406812
6850,43.86079126,6.816317369
53290,47.78146787,-0.600352541
31230,43.39411243,0.885390337
54610,48.91649237,6.277226437
37370,47.58176743,0.467013457
74150,45.94944376,5.963621626
68500,47.84569291,7.218222256
38650,44.94501159,5.591201601
56120,47.89896236,-2.512205335
46700,44.56290595,1.128679322
59540,50.12146594,3.471284365
50590,48.97457494,-1.542649569
25530,47.20269739,6.430158393
53230,47.90195037,-0.909349548
5500,44.74083115,6.128719312
38290,45.63758699,5.14842827
52120,48.0858667,4.985396887
59138,50.25782083,3.84196982
63290,45.91811175,3.463251565
20160,42.2065163,8.820845044
35540,48.49314052,-1.841946409
74140,46.23072387,6.325493114
18210,46.76697816,2.707944411
86250,46.10105681,0.338457479
52600,47.76735869,5.41765363
59980,50.06754574,3.480412027
83136,43.2945924,6.026069213
64570,43.16840653,-0.697042416
13821,43.27686369,5.51816955
67290,48.90151906,7.296298482
17270,45.21891717,-0.201120946
84390,44.03135608,5.503496579
36250,46.78914997,1.62350533
31620,43.75924926,1.459738094
80430,49.81662244,1.770995761
71510,46.791191,4.637600887
57405,48.73884683,7.144427319
64130,43.18610555,-0.84079407
83390,43.24130318,6.06800675
62920,50.55133789,2.593978242
21220,47.18670499,4.9455753
31480,43.74184957,1.119220475
42155,46.04140325,4.001696187
29610,48.57357324,-3.703518302
64350,43.41881523,-0.102375539
54680,49.43396727,5.920652087
79390,46.72766858,-0.105441141
59129,50.19136615,3.376836498
39800,46.89311358,5.599454259
3370,46.50752107,2.45048358
46120,44.72078621,2.012721157
25390,47.18383101,6.546553707
73390,45.54776378,6.18116457
33110,44.86584959,-0.603323516
15250,45.0241037,2.528617364
25190,47.34838395,6.98412628
49480,47.5121023,-0.476018915
17160,45.93562517,-0.250186897
80490,50.01674787,1.807809675
31260,43.05921458,0.931913981
6220,43.57688684,7.057889142
22960,48.44338742,-2.745054399
17330,46.06962556,-0.515000955
19340,45.62589031,2.458427814
46110,44.9451019,1.69270405
52230,48.49454236,5.321411869
53540,47.96624881,-1.042552352
59283,50.45694452,3.088427544
80330,49.87293975,2.357051371
59830,50.54340401,3.268508467
57370,48.79012421,7.259841826
20136,42.0887942,9.070669824
16500,46.01952864,0.658228973
86340,46.5056387,0.418192434
62134,50.47942183,2.235125665
83630,43.71353875,6.133910388
62840,50.56667151,2.797771561
33420,44.85840624,-0.220727754
18190,46.84756472,2.28150826
46140,44.44860643,1.313546682
53250,48.49081293,-0.326702239
33500,44.93175947,-0.20466887
54580,49.21088084,5.975016128
41140,47.31885493,1.387017108
82100,44.09178448,1.170759996
83320,43.09690998,6.071428991
21130,47.22535246,5.361542883
24600,45.2508149,0.410138864
34400,43.7231793,4.072156012
42640,46.13883524,3.944086638
55600,49.5459522,5.418628412
26310,44.65191545,5.403886743
55400,49.16056808,5.534738803
25220,47.26125011,6.095709861
26600,45.09675538,4.844025461
82370,43.9166735,1.48994327
37530,47.39800903,1.084402717
37250,47.23072881,0.686745881
39120,46.99347697,5.366852774
54290,48.49757344,6.315140669
68780,47.69482708,7.090525949
49750,47.25964502,-0.518056204
47360,44.27740102,0.463595055
79320,46.68820255,-0.624758068
19390,45.42391768,1.791668058
62129,50.62202216,2.217534801
19150,45.20684748,1.898299186
38690,45.44200338,5.33312779
14330,49.2716511,-0.881467783
11240,43.13328024,2.002846629
56350,47.63961829,-2.177355123
29241,48.68294327,-3.668054666
89200,47.55199818,3.870783606
57320,49.26897221,6.46240157
35500,48.11410222,-1.193610713
56510,47.52226043,-3.138071253
20190,41.84820368,9.015962168
9350,43.16614149,1.319499891
52330,48.13249383,4.909970921
57690,49.11656905,6.528892921
21110,47.21036119,5.298742948
20244,42.36875549,9.301721984
24520,44.8065517,0.55079993
36130,46.86616293,1.778643735
32420,43.39189796,0.680831102
53600,48.20020826,-0.449241502
5140,44.54824806,5.65360337
49430,47.62541622,-0.214141375
38330,45.2214311,5.81565517
37310,47.24877654,0.884466912
29400,48.55383424,-4.073783088
38500,45.36146664,5.551366217
35170,48.02562124,-1.748644278
22140,48.69755036,-3.308224677
73170,45.67808562,5.70468963
81110,43.42414296,2.189502866
64360,43.33331762,-0.550234681
32450,43.50488447,0.734075428
34290,43.45733305,3.299799353
3150,46.27323962,3.461852656
84660,43.84232702,5.137418195
49360,47.05851322,-0.758195233
49320,47.3426285,-0.44062033
49330,47.70868392,-0.553998567
21210,47.36150443,4.271989935
2260,49.92608898,3.807531195
7350,44.6564968,4.756231251
44190,47.1044153,-1.311511309
68180,48.08324783,7.40348331
53800,47.80261116,-1.123658136
65370,42.92071936,0.500061835
29440,48.61011982,-4.084898584
70130,47.58307159,5.77394398
5400,44.47696128,5.783318112
81580,43.57785003,2.119962975
79230,46.20260779,-0.348865514
64410,43.54862645,-0.500299673
71480,46.47356219,5.33962243
38730,45.49499831,5.459725155
18400,46.93866128,2.257852182
1400,46.1853341,5.029276004
86330,46.92053817,0.050553222
63360,45.85463028,3.184255239
9460,42.7212116,2.099176578
63320,45.58481041,3.127737794
9000,42.95848219,1.528808823
32130,43.54588919,0.979321932
66730,42.69525129,2.451775166
32140,43.32671345,0.639812501
12330,44.44708337,2.441970911
20117,41.92303968,8.894359183
20213,42.40615036,9.413891909
84740,43.96142491,5.027384947
44590,47.65563536,-1.504826529
88300,48.24349369,5.667596749
40300,43.60428583,-1.077209921
21360,47.04288901,4.645785821
26260,45.10394196,4.923964329
39140,46.76631621,5.438553832
52190,47.68883872,5.352931505
67220,48.33498248,7.363303615
74430,46.27263462,6.640192607
72200,47.65823581,-0.140158514
1630,46.19192561,5.919857045
80200,49.92268345,2.83973516
85260,46.92729443,-1.413414182
24560,44.7972533,0.602594859
44850,47.43800609,-1.330775439
23500,45.89045832,2.182463724
50670,48.74764919,-1.057335131
69270,45.83535241,4.820368728
88270,48.20967304,6.164565711
17500,45.46296526,-0.43021304
1360,45.86971711,5.101334178
70170,47.7218871,6.123820449
49170,47.40233171,-0.7559897
70120,47.75658136,5.850837387
9400,42.79203279,1.576564322
1430,46.05443948,5.540721625
16210,45.2433525,-0.004695157
9300,42.94391619,1.870609576
77930,48.47371802,2.510293459
91690,48.32673133,2.15106501
91580,48.47614338,2.226361927
91490,48.43700826,2.439990027
91720,48.39655702,2.370281999
91150,48.46396381,2.143224509
91730,48.52746623,2.197727794
91430,48.73081676,2.199330958
91940,48.6745958,2.143518626
91180,48.59876221,2.264107663
91300,48.72736905,2.275012199
94480,48.72461203,2.421192021
91240,48.6322907,2.312068153
91770,48.53701359,2.323267108
91750,48.53353785,2.440945041
91650,48.5717872,2.164974277
91360,48.66123819,2.33076126
91630,48.5645458,2.299990054
78117,48.74656453,2.118389372
